variant,scope,src,dst,description,relation_key,graph_chunk_ids,tracking_chunk_ids,resolved_chunk_ids,src_anchor_score,dst_anchor_score,endpoint_anchor_score,cooccurrence_score,tracking_mismatch,missing_relation_tracking,missing_graph_source,weak_endpoint_binding,both_endpoints_missing,empty_resolved_source,source_excerpt
noisefilter,graph,Narrator,The French Way of Looking at Life,The narrator expresses a natural tendency to enter into and sympathize with the French way of looking at life.,Narrator<SEP>The French Way of Looking at Life,"[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"earnestness in that life of hotels and railroad trains, which
so many of our countrymen are content to lead in this strange Old World,
and I was distressed to find how far I, myself; had been led along the
dusty, beaten track.  I had, howev"
noisefilter,graph,Narrator,The Cosmopolitan Circle,The narrator is part of the cosmopolitan circle at the pension and is interested in studying the national types within it.,Narrator<SEP>The Cosmopolitan Circle,"[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"earnestness in that life of hotels and railroad trains, which
so many of our countrymen are content to lead in this strange Old World,
and I was distressed to find how far I, myself; had been led along the
dusty, beaten track.  I had, howev"
noisefilter,graph,Narrator,The American Temperament,"The narrator critiques the American temperament as represented by the American girls at the pension, finding it lacking in richness and passion.",Narrator<SEP>The American Temperament,"[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]","[""chunk-7e566930a61c86601372e88f60a6eda5""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"earnestness in that life of hotels and railroad trains, which
so many of our countrymen are content to lead in this strange Old World,
and I was distressed to find how far I, myself; had been led along the
dusty, beaten track.  I had, howev"
noisefilter,graph,Narrator,German,The narrator observes that a German is perceived as something disagreeable that people wish to exclude from their worldview.,German<SEP>Narrator,"[""chunk-8011e47b742851a2d9b30f31c080d1ee""]","[""chunk-8011e47b742851a2d9b30f31c080d1ee""]","[""chunk-8011e47b742851a2d9b30f31c080d1ee""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"already forgotten the convincing proofs of the fact that were presented
to them nine years ago.  A German was something disagreeable, which they
determined to keep out of their conception of things.  I therefore think
that we are wrong to g"
noisefilter,graph,Narrator,English-Speaking Specimens,"The narrator examines English-speaking specimens, paying special attention to American varieties among them.",English-Speaking Specimens<SEP>Narrator,"[""chunk-8011e47b742851a2d9b30f31c080d1ee""]","[""chunk-8011e47b742851a2d9b30f31c080d1ee""]","[""chunk-8011e47b742851a2d9b30f31c080d1ee""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"already forgotten the convincing proofs of the fact that were presented
to them nine years ago.  A German was something disagreeable, which they
determined to keep out of their conception of things.  I therefore think
that we are wrong to g"
noisefilter,graph,Narrator,French Homunculus,"The narrator prefers the talk of the French homunculus, finding it more amusing than that of the young American man.",French Homunculus<SEP>Narrator,"[""chunk-8011e47b742851a2d9b30f31c080d1ee""]","[""chunk-8011e47b742851a2d9b30f31c080d1ee""]","[""chunk-8011e47b742851a2d9b30f31c080d1ee""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"already forgotten the convincing proofs of the fact that were presented
to them nine years ago.  A German was something disagreeable, which they
determined to keep out of their conception of things.  I therefore think
that we are wrong to g"
noisefilter,graph,Narrator,Madame Lepas,"The Narrator listens to and questions Madame Lepas, who provides the initial story about the Spanish grandee and La Grande Breteche.",Madame Lepas<SEP>Narrator,"[""chunk-e76d304272295dba12dfd7b115ecd8f3""]","[""chunk-e76d304272295dba12dfd7b115ecd8f3""]","[""chunk-e76d304272295dba12dfd7b115ecd8f3""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"""'You need have no fears,' said she; 'you will see.'

""Her eagerness made me suspect that I was not the only person to whom
my worthy landlady had communicated the secret of which I was to be the
sole possessor, but I listened.

""'Monsieur,"
noisefilter,graph,Narrator,Rosalie,The Narrator actively questions and tries to win the confidence of Rosalie to learn the full secret of what happened at La Grande Breteche.,Narrator<SEP>Rosalie,"[""chunk-e76d304272295dba12dfd7b115ecd8f3""]","[""chunk-e76d304272295dba12dfd7b115ecd8f3""]","[""chunk-e76d304272295dba12dfd7b115ecd8f3""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"""'You need have no fears,' said she; 'you will see.'

""Her eagerness made me suspect that I was not the only person to whom
my worthy landlady had communicated the secret of which I was to be the
sole possessor, but I listened.

""'Monsieur,"
noisefilter,graph,Narrator,Bianchon,"The story of La Grande Breteche is presented as being narrated by Bianchon, who heard it from the Narrator or another source.",Bianchon<SEP>Narrator,"[""chunk-e76d304272295dba12dfd7b115ecd8f3""]","[""chunk-e76d304272295dba12dfd7b115ecd8f3""]","[""chunk-e76d304272295dba12dfd7b115ecd8f3""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"""'You need have no fears,' said she; 'you will see.'

""Her eagerness made me suspect that I was not the only person to whom
my worthy landlady had communicated the secret of which I was to be the
sole possessor, but I listened.

""'Monsieur,"
noisefilter,graph,Miss Vane,The Narrator,"The narrator expresses disapproval of Miss Vane's ideas, thinks them vulgar, and wants to guide her, yet also feels protective anger on her behalf.",Miss Vane<SEP>The Narrator,"[""chunk-eadba822cc2586457c795a2bc70f562d""]","[""chunk-eadba822cc2586457c795a2bc70f562d""]","[""chunk-eadba822cc2586457c795a2bc70f562d""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"all; if she were nice,
she wouldn't have such ideas as that.  I tell Miss Vane that at Bangor we
think such ideas vulgar; but then she looks as though she had never heard
of Bangor.  I often want to shake her, though she _is_ so sweet.  If "
noisefilter,graph,The Brother,The Narrator,"The narrator argues with the brother, telling him that his sister is his equal or superior, not his subordinate, which causes the brother to laugh loudly.",The Brother<SEP>The Narrator,"[""chunk-eadba822cc2586457c795a2bc70f562d""]","[""chunk-eadba822cc2586457c795a2bc70f562d""]","[""chunk-eadba822cc2586457c795a2bc70f562d""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"all; if she were nice,
she wouldn't have such ideas as that.  I tell Miss Vane that at Bangor we
think such ideas vulgar; but then she looks as though she had never heard
of Bangor.  I often want to shake her, though she _is_ so sweet.  If "
noisefilter,graph,The Narrator,The German Gentleman,"The German gentleman is interested in the narrator's remarks, appreciates them, and engages in discussions, making the narrator feel mentally clarified.",The German Gentleman<SEP>The Narrator,"[""chunk-eadba822cc2586457c795a2bc70f562d""]","[""chunk-eadba822cc2586457c795a2bc70f562d""]","[""chunk-eadba822cc2586457c795a2bc70f562d""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"all; if she were nice,
she wouldn't have such ideas as that.  I tell Miss Vane that at Bangor we
think such ideas vulgar; but then she looks as though she had never heard
of Bangor.  I often want to shake her, though she _is_ so sweet.  If "
noisefilter,graph,The Narrator,Monsieur Regnault,Monsieur Regnault visited the narrator at the inn to tell the story of La Grande Breteche and ask him to stay out of the garden.,Monsieur Regnault<SEP>The Narrator,"[""chunk-42862ed35b30f8151a168773b5fa658c""]","[""chunk-42862ed35b30f8151a168773b5fa658c""]","[""chunk-42862ed35b30f8151a168773b5fa658c""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"Produced by John Bickers, and Dagny





LA GRANDE BRETECHE

(Sequel to ""Another Study of Woman."")


By Honore De Balzac


Translated by Ellen Marriage and Clara Bell





LA GRANDE BRETECHE


""Ah! madame,"" replied the doctor, ""I have some "
noisefilter,graph,The Narrator,Madame Lepas,Madame Lepas entered the narrator's room to share her part of the story and seek his advice.,Madame Lepas<SEP>The Narrator,"[""chunk-42862ed35b30f8151a168773b5fa658c""]","[""chunk-42862ed35b30f8151a168773b5fa658c""]","[""chunk-42862ed35b30f8151a168773b5fa658c""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"Produced by John Bickers, and Dagny





LA GRANDE BRETECHE

(Sequel to ""Another Study of Woman."")


By Honore De Balzac


Translated by Ellen Marriage and Clara Bell





LA GRANDE BRETECHE


""Ah! madame,"" replied the doctor, ""I have some "
noisefilter,graph,Statelessness,Citizenship Removal Provision,"The provision is designed to avoid making a person stateless, imposing a constraint on the Secretary of State's power to deprive citizenship.",Citizenship Removal Provision<SEP>Statelessness,"[""chunk-4bd83d6069b07752b106f174c911e546""]","[""chunk-4bd83d6069b07752b106f174c911e546""]","[""chunk-4bd83d6069b07752b106f174c911e546""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"Between 2006 and the end of 2021 at least 464 people have had their citizenship removed by the government since the law was introduced. There is a right of appeal. This provision has been in force since 16 June 2006 when the Immigration, Na"
noisefilter,graph,Sun-Synchronous Orbit,Russian Federation,"Before the PSLV, commercial launch services for sun-synchronous orbits were available from Russia.",Russian Federation<SEP>Sun-Synchronous Orbit,"[""chunk-2fbaf7472efcf23d72ddff0d2bb296d4""]","[""chunk-2fbaf7472efcf23d72ddff0d2bb296d4""]","[""chunk-2fbaf7472efcf23d72ddff0d2bb296d4""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Passage 1:
Polar Satellite Launch Vehicle
The Polar Satellite Launch Vehicle (PSLV) is an expendable medium-lift launch vehicle designed and operated by the Indian Space Research Organisation (ISRO). It was developed to allow India to launc"
noisefilter,graph,Denoiser D,Denoiser Depth M,"The denoiser depth M specifies the number of layers in the denoiser D, affecting its capacity and optimization.",Denoiser D<SEP>Denoiser Depth M,"[""chunk-04711d239a5534aad3cad81f621136b7""]","[""chunk-04711d239a5534aad3cad81f621136b7""]","[""chunk-04711d239a5534aad3cad81f621136b7""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"the spectrum of the ideal, unitary supercircuit C lies on the unit circle. The comparison to this case is therefore instructive. In the main text, we showed an example of the spectra in Fig. for moderate noise strength. Here, we show additi"
noisefilter,graph,Veera Ballala II,Bhilla Ma V,Veera Ballala II and Yadava King Bhillama V contended for territories in the Krishna-Tungabhadra doab region.,Bhilla Ma V<SEP>Veera Ballala II,"[""chunk-fc07e1b0e1c65abab4b71e376556976e""]","[""chunk-fc07e1b0e1c65abab4b71e376556976e""]","[""chunk-fc07e1b0e1c65abab4b71e376556976e""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"Passage 1:
Veera Ballala II
Veera Ballala II (Kannada: ವೀರ ಬಲ್ಲಾಳ 2) (r. 1173–1220 CE) was the most notable monarch of the Hoysala Empire. His successes against the Yadavas of Devagiri, the Southern Kalachuris, the Pandyas of Madurai and th"
noisefilter,graph,Tom Hooper,Cinematographic Style,Director Tom Hooper wanted to use a harsher glare for the film's lighting to achieve a contemporary feel and greater emotional resonance.,Cinematographic Style<SEP>Tom Hooper,"[""chunk-ab2a76c37044245be569fd15dcec3b3a""]","[""chunk-ab2a76c37044245be569fd15dcec3b3a""]","[""chunk-ab2a76c37044245be569fd15dcec3b3a""]",1.0,0.0,0.5,0.0,False,False,False,True,False,False,"use ""soft light"", but Hooper wanted to use a harsher glare, which gives a more contemporary feel, and thus a greater emotional resonance. To achieve the effect, the lighting team erected huge blackout tents over the Georgian buildings and u"
noisefilter,graph,Cinematographic Style,Georgian Buildings,"To achieve the harsh lighting effect, the team erected blackout tents over the Georgian buildings and used large lights filtered through Egyptian cotton.",Cinematographic Style<SEP>Georgian Buildings,"[""chunk-ab2a76c37044245be569fd15dcec3b3a""]","[""chunk-ab2a76c37044245be569fd15dcec3b3a""]","[""chunk-ab2a76c37044245be569fd15dcec3b3a""]",0.0,1.0,0.5,0.0,False,False,False,True,False,False,"use ""soft light"", but Hooper wanted to use a harsher glare, which gives a more contemporary feel, and thus a greater emotional resonance. To achieve the effect, the lighting team erected huge blackout tents over the Georgian buildings and u"
